benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
2,GS,dna4,0,8192,152.001,287.925,0
2,GS,dna4,0,16384,118.426,213.826,0
2,GS,dna4,0,32768,291.043,587.639,0
2,GS,dna4,1,8192,90.7589,158.501,0
2,GS,dna4,1,16384,116.403,207.932,0
2,GS,dna4,1,32768,170.536,317.581,0
2,GVsd,dna4,0,8192,316754.0,552599.0,0
2,GVsd,dna4,0,16384,562261.0,986822.0,0
2,GVsd,dna4,0,32768,919183.0,1579190.0,0
2,GVsd,dna4,1,8192,546916.0,936630.0,0
2,GVsd,dna4,1,16384,1014050.0,1734650.0,0
2,GVsd,dna4,1,32768,2005540.0,3429690.0,0
2,GVbit,dna4,0,8192,129599.0,231842.0,0
2,GVbit,dna4,0,16384,243623.0,436810.0,0
2,GVbit,dna4,0,32768,471468.0,846754.0,0
2,GVbit,dna4,1,8192,150989.0,268149.0,0
2,GVbit,dna4,1,16384,289270.0,514710.0,0
2,GVbit,dna4,1,32768,560258.0,998272.0,0
2,AL,dna4,0,8192,2698.48,5858.02,0
2,AL,dna4,0,16384,2719.0,5954.24,0
2,AL,dna4,0,32768,2777.93,6143.08,0
2,AL,dna4,1,8192,10504.6,19032.3,0
2,AL,dna4,1,16384,18875.6,34320.0,0
2,AL,dna4,1,32768,36478.5,66400.0,0
2,AS,dna4,0,8192,33923.6,78835.1,0
2,AS,dna4,0,16384,38341.5,89675.7,0
2,AS,dna4,0,32768,44909.9,107310.0,0
2,AS,dna4,1,8192,216981.0,431066.0,0
2,AS,dna4,1,16384,428440.0,866371.0,0
2,AS,dna4,1,32768,1289220.0,2666640.0,0
2,AB,dna4,0,8192,12795.8,34344.5,0
2,AB,dna4,0,16384,13405.8,29635.7,0
2,AB,dna4,0,32768,30591.1,53911.6,0
2,AB,dna4,1,8192,8861.35,252122.0,0
2,AB,dna4,1,16384,19351.9,33918.0,0
2,AB,dna4,1,32768,9517.48,18195.5,0
