benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
2,GS,dna4,0,8,21.906,77.5519,0
2,GS,dna4,0,16,19.8081,94.2621,0
2,GS,dna4,0,32,19.4944,77.7455,0
2,GS,dna4,0,64,24.1394,105.849,0
2,GS,dna4,0,128,26.6415,101.898,0
2,GS,dna4,0,256,26.5603,103.884,0
2,GS,dna4,0,512,29.1039,117.252,0
2,GS,dna4,0,1024,29.948,104.096,0
2,GS,dna4,0,2048,33.8828,132.524,0
2,GS,dna4,0,4096,33.2172,153.945,0
2,GS,dna4,1,8,22.2176,146.882,0
2,GS,dna4,1,16,24.7887,87.2933,0
2,GS,dna4,1,32,26.4775,116.144,0
2,GS,dna4,1,64,24.2085,85.7349,0
2,GS,dna4,1,128,25.2774,125.759,0
2,GS,dna4,1,256,25.5518,89.3022,0
2,GS,dna4,1,512,20.1289,69.9096,0
2,GS,dna4,1,1024,25.6105,111.597,0
2,GS,dna4,1,2048,25.4953,133.008,0
2,GS,dna4,1,4096,27.8416,98.6804,0
2,GVsd,dna4,0,8,5558.64,69390.6,0
2,GVsd,dna4,0,16,4567.36,28925.3,0
2,GVsd,dna4,0,32,5730.63,39705.3,0
2,GVsd,dna4,0,64,5647.51,34618.3,0
2,GVsd,dna4,0,128,5901.68,32770.9,0
2,GVsd,dna4,0,256,7018.3,39175.9,0
2,GVsd,dna4,0,512,7939.51,36675.2,0
2,GVsd,dna4,0,1024,11770.9,47751.1,0
2,GVsd,dna4,0,2048,19497.0,72662.9,0
2,GVsd,dna4,0,4096,34785.4,123900.0,0
2,GVsd,dna4,1,8,3795.96,25392.6,0
2,GVsd,dna4,1,16,3935.47,25449.4,0
2,GVsd,dna4,1,32,4235.16,26046.9,0
2,GVsd,dna4,1,64,4664.8,26337.4,0
2,GVsd,dna4,1,128,5855.17,29392.5,0
2,GVsd,dna4,1,256,8237.26,35759.9,0
2,GVsd,dna4,1,512,12875.6,49363.9,0
2,GVsd,dna4,1,1024,22008.8,78559.8,0
2,GVsd,dna4,1,2048,40748.2,141848.0,0
2,GVsd,dna4,1,4096,80432.9,277897.0,0
2,GVbit,dna4,0,8,1150.12,6904.66,0
2,GVbit,dna4,0,16,1205.51,7029.35,0
2,GVbit,dna4,0,32,1286.03,7217.29,0
2,GVbit,dna4,0,64,1454.22,7622.12,0
2,GVbit,dna4,0,128,1766.65,8496.31,0
2,GVbit,dna4,0,256,2384.39,10399.1,0
2,GVbit,dna4,0,512,3575.41,14269.2,0
2,GVbit,dna4,0,1024,5893.19,22106.9,0
2,GVbit,dna4,0,2048,10438.7,37893.1,0
2,GVbit,dna4,0,4096,19411.3,69563.4,0
2,GVbit,dna4,1,8,1135.75,6846.84,0
2,GVbit,dna4,1,16,1182.12,6932.3,0
2,GVbit,dna4,1,32,1273.58,7149.71,0
2,GVbit,dna4,1,64,1448.9,7546.09,0
