benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
3,GS,dna4,0,8,2.33574,44.8501,0
3,GS,dna4,0,16,3.90869,30.9923,0
3,GS,dna4,0,32,7.78013,43.2095,0
3,GS,dna4,0,64,7.90347,43.1625,0
3,GS,dna4,0,128,8.58681,45.4767,0
3,GS,dna4,0,256,9.57725,47.9608,0
3,GS,dna4,0,512,11.8417,53.9048,0
3,GS,dna4,0,1024,17.048,77.8558,0
3,GS,dna4,0,2048,19.1879,75.0625,0
3,GS,dna4,0,4096,22.9969,91.8243,0
3,GS,dna4,0,8192,30.1111,119.464,0
3,GS,dna4,0,16384,43.9419,171.45,0
3,GS,dna4,0,32768,73.7931,288.595,0
3,GS,dna4,0,65536,145.344,570.785,0
3,GS,dna4,0,131072,288.211,1132.49,0
3,GS,dna4,0,262144,617.841,2417.71,0
3,GS,dna4,1,8,4.40806,62.3016,0
3,GS,dna4,1,16,4.78784,37.9267,0
3,GS,dna4,1,32,9.5578,53.094,0
3,GS,dna4,1,64,9.78286,54.4353,0
3,GS,dna4,1,128,10.5301,55.7481,0
3,GS,dna4,1,256,11.8332,59.2429,0
3,GS,dna4,1,512,14.5258,66.0117,0
3,GS,dna4,1,1024,20.2658,78.82,0
3,GS,dna4,1,2048,23.5053,91.4519,0
3,GS,dna4,1,4096,28.3495,110.234,0
3,GS,dna4,1,8192,36.8914,144.464,0
3,GS,dna4,1,16384,53.9814,211.529,0
3,GS,dna4,1,32768,91.0969,356.123,0
3,GS,dna4,1,65536,140.124,553.426,0
3,GS,dna4,1,131072,287.296,1132.27,0
3,GS,dna4,1,262144,596.696,2334.08,0
3,GVsd,dna4,0,8,45.0075,513.462,0
3,GVsd,dna4,0,16,124.559,1011.08,0
3,GVsd,dna4,0,32,379.618,2187.34,0
3,GVsd,dna4,0,64,488.385,2763.12,0
3,GVsd,dna4,0,128,754.766,4288.71,0
3,GVsd,dna4,0,256,1483.34,8578.08,0
3,GVsd,dna4,0,512,3686.24,20289.8,0
3,GVsd,dna4,0,1024,11586.2,55101.8,0
3,GVsd,dna4,0,2048,16410.8,71543.4,0
3,GVsd,dna4,0,4096,26609.7,109891.0,0
3,GVsd,dna4,0,8192,46997.0,188551.0,0
3,GVsd,dna4,0,16384,87807.3,348192.0,0
3,GVsd,dna4,0,32768,168373.0,663614.0,0
3,GVsd,dna4,0,65536,316403.0,1239650.0,0
3,GVsd,dna4,0,131072,604519.0,2366990.0,0
